date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,psTTM,pcfNcfTTM,pbMRQ,isST
2010-02-26,sh.600570,4.96769583,5.02436985,4.9044825,4.94371836,4.96769583,1624178,37015292.0,2,0.364545,1,-0.4827,57.326681,15.056247,67.099452,13.965279,0
2010-03-01,sh.600570,4.94371836,4.95897675,4.8390894,4.88704434,4.94371836,1582936,35530549.0,2,0.355288,1,-1.1464,56.669497,14.883645,66.330234,13.805183,0
2010-03-02,sh.600570,4.93935882,5.03308893,4.88922411,4.98513399,4.88704434,2453495,55635605.0,2,0.550684,1,2.0071,57.806931,15.18238,67.661573,14.082272,0
2010-03-03,sh.600570,4.98513399,5.4712227,4.98077445,5.21183007,4.98513399,2638059,62591586.0,2,0.592109,1,4.5474,60.435667,15.87279,70.738444,14.722655,0
2010-03-04,sh.600570,5.16169536,5.41672845,5.013471,5.08322364,5.21183007,3112532,74540869.0,2,0.698604,1,-2.4676,58.944365,15.481115,68.992911,14.359361,0
2010-03-05,sh.600570,5.013471,5.15297628,5.00475192,5.06360571,5.08322364,1219456,28459283.0,2,0.273705,1,-0.3859,58.716878,15.421368,68.726643,14.303943,0
2010-03-08,sh.600570,5.05924617,5.11809996,5.013471,5.09848203,5.06360571,722008,16844604.0,2,0.162054,1,0.6888,59.121299,15.527585,69.200008,14.402464,0
2010-03-09,sh.600570,5.1224595,5.13553812,5.013471,5.06142594,5.09848203,645226,15068078.0,2,0.14482,1,-0.7268,58.691602,15.414729,68.697058,14.297786,0
2010-03-10,sh.600570,5.03744847,5.13335835,4.8390894,4.93281951,5.06142594,1711303,38640301.0,2,0.3841,1,-2.5409,57.200299,15.023054,66.951526,13.934492,0
2010-03-11,sh.600570,4.94371836,4.95897675,4.7518986,4.90884204,4.93281951,1628670,36191548.0,2,0.365553,1,-0.4861,56.92226,14.95003,66.626087,13.866759,0
2010-03-12,sh.600570,4.81293216,4.92192066,4.81293216,4.85216802,4.90884204,1426606,31783517.0,2,0.3202,1,-1.1545,56.265076,14.777428,65.85687,13.706663,0
2010-03-15,sh.600570,4.85652756,4.85870733,4.7518986,4.79331423,4.85216802,1566039,34358444.0,2,0.351496,1,-1.2129,55.582615,14.598187,65.058067,13.54041,0
2010-03-16,sh.600570,4.795494,4.82165124,4.76279745,4.80857262,4.79331423,425425,9345568.0,2,0.095486,1,0.3183,55.759549,14.644657,65.265164,13.583512,0
2010-03-17,sh.600570,4.80639285,5.0352687,4.7736963,4.9044825,4.80857262,2105234,47528786.0,2,0.472517,1,1.9946,56.871707,14.936753,66.566917,13.854444,0
2010-03-18,sh.600570,4.91320158,5.03744847,4.91320158,5.00039238,4.9044825,1705382,39116448.0,2,0.382771,1,1.9556,57.983865,15.22885,67.86867,14.125375,0
2010-03-19,sh.600570,4.9916733,5.03308893,4.97205537,5.00911146,5.00039238,1078745,24773353.0,2,0.242123,1,0.1744,58.08497,15.255404,67.987011,14.150005,0
2010-03-22,sh.600570,5.0352687,5.16169536,5.01129123,5.13989766,5.00911146,2524483,58972008.0,2,0.566617,1,2.611,59.601549,15.653717,69.762129,14.519457,0
2010-03-23,sh.600570,5.15733582,5.19875145,5.00475192,5.013471,5.13989766,1377725,31989292.0,2,0.309229,1,-2.4597,58.135523,15.268681,68.046182,14.16232,0
2010-03-24,sh.600570,5.05488663,5.06796525,4.95461721,5.05924617,5.013471,1798119,41403993.0,2,0.403586,1,0.913,58.666325,15.408091,68.667473,14.291628,0
2010-03-25,sh.600570,5.013471,5.08322364,4.96551606,5.0570664,5.05924617,1008515,23275118.0,2,0.22636,1,-0.0431,58.641049,15.401452,68.637888,14.285471,0
2010-03-26,sh.600570,5.04616755,5.1442572,5.013471,5.1224595,5.0570664,2640065,61801588.0,2,0.592559,1,1.2931,59.399339,15.600609,69.525446,14.470197,0
2010-03-29,sh.600570,5.1660549,5.19875145,5.01783054,5.04616755,5.1224595,1901339,44311120.0,2,0.426753,1,-1.4894,58.514668,15.368259,68.489961,14.254683,0
2010-03-30,sh.600570,5.0788641,5.0788641,4.98295422,5.03090916,5.04616755,2538514,58578430.0,2,0.569766,1,-0.3024,58.337733,15.321789,68.282864,14.21158,0
2010-03-31,sh.600570,5.013471,5.08322364,4.9480779,5.0788641,5.03090916,3028816,69809528.0,2,0.679814,1,0.9532,58.893812,15.467838,68.93374,14.347046,0
2010-04-01,sh.600570,5.07232479,5.31427926,5.02654962,5.29902087,5.0788641,4624271,110482883.0,2,1.037912,1,4.3348,61.44672,16.138332,71.921855,14.968957,0
2010-04-02,sh.600570,5.28376248,5.28376248,5.12463927,5.22708846,5.29902087,4708450,111777950.0,2,1.056806,1,-1.3575,51.961904,14.641333,37.458193,13.215405,0
2010-04-06,sh.600570,5.20747053,5.22708846,5.07450456,5.17259421,5.22708846,2607450,61708595.0,2,0.585239,1,-1.0425,51.420182,14.488692,37.067679,13.07763,0
2010-04-07,sh.600570,5.15733582,5.22926823,5.12463927,5.22708846,5.17259421,2166880,51553321.0,2,0.486354,1,1.0535,51.961904,14.641333,37.458193,13.215405,0
2010-04-08,sh.600570,5.1660549,5.34697581,5.1442572,5.33389719,5.22708846,3476613,84565560.0,2,0.780321,1,2.0434,53.023677,14.94051,38.223603,13.485445,0
2010-04-09,sh.600570,5.32953765,5.78728935,5.27722317,5.70227832,5.33389719,4944689,125747178.0,2,1.109829,1,6.9064,56.685713,15.972364,40.863484,14.416805,0
2010-04-12,sh.600570,5.75241303,5.90499693,5.69137947,5.83960383,5.70227832,4799365,128421863.0,2,1.077211,1,2.4083,58.050851,16.357019,41.847581,14.763999,0
2010-04-13,sh.600570,5.83960383,5.9507721,5.56059327,5.79382866,5.83960383,5179003,136847476.0,2,1.162421,1,-0.7839,57.595805,16.228801,41.519549,14.648268,0
2010-04-14,sh.600570,5.79382866,5.83742406,5.70227832,5.81344659,5.79382866,1151128,30414768.0,2,0.258369,1,0.3386,57.790824,16.283751,41.660134,14.697867,0
2010-04-15,sh.600570,5.7981882,5.9289744,5.667402,5.69137947,5.81344659,1614204,42879657.0,2,0.362306,1,-2.0997,56.577369,15.941835,40.785381,14.38925,0
2010-04-16,sh.600570,5.82216567,5.82216567,5.5584135,5.58239097,5.69137947,1947349,50522884.0,2,0.43708,1,-1.915,55.493926,15.636553,40.004351,14.1137,0
2010-04-19,sh.600570,5.5584135,5.64342453,5.25760524,5.41236891,5.58239097,1884042,47481886.0,2,0.422871,1,-3.0457,53.803756,15.160313,38.785944,13.683841,0
2010-04-20,sh.600570,5.50609902,5.69573901,5.24452662,5.6238066,5.41236891,1394495,35622196.0,2,0.312993,1,3.9066,55.905634,15.75256,40.301142,14.218409,0
2010-04-21,sh.600570,5.64124476,5.99218773,5.6238066,5.84832291,5.6238066,3582548,96736846.0,2,0.804098,1,3.9922,58.137526,16.381442,41.910064,14.786043,0
2010-04-22,sh.600570,5.84832291,5.84832291,5.84832291,5.84832291,5.84832291,0,0.0,2,,0,0.0,58.137526,16.381442,41.910064,14.786043,0
2010-04-23,sh.600570,5.84832291,6.09245715,5.77857027,6.07937853,5.84832291,2876932,78680346.0,2,0.645724,1,3.9508,59.881157,17.304482,79.341126,14.735918,0
2010-04-26,sh.600570,6.0815583,6.12079416,5.885379,6.0597606,6.07937853,1429977,39491144.0,2,0.320957,1,-0.3227,59.687923,17.248641,79.085095,14.688366,0
2010-04-27,sh.600570,6.01398543,6.0597606,5.72625579,6.00090681,6.0597606,1442678,38549418.0,2,0.323807,1,-0.9712,59.10822,17.081118,78.317002,14.545709,0
2010-04-28,sh.600570,5.9071767,5.92461486,5.4712227,5.64778407,6.00090681,2370273,62309457.0,2,0.532005,1,-5.8845,55.630003,16.075982,73.708446,13.689769,0
2010-04-29,sh.600570,5.68701993,5.77203096,5.449425,5.61726729,5.64778407,1926136,50387731.0,2,0.432319,1,-0.5403,55.329416,15.989118,73.310176,13.615798,0
2010-04-30,sh.600570,5.63252568,5.63252568,5.17695375,5.34915558,5.61726729,2245737,54746474.0,2,0.504053,1,-4.773,52.688548,15.225959,69.811087,12.965917,0
2010-05-04,sh.600570,5.2532457,5.3404365,5.20529076,5.29248156,5.34915558,2261873,54473183.0,2,0.507675,1,-1.0595,52.130315,15.064641,69.071443,12.828544,0
2010-05-05,sh.600570,5.24234685,5.37313305,5.18349306,5.36441397,5.29248156,2647382,64148841.0,2,0.594202,1,1.3591,52.838841,15.269391,70.010222,13.002903,0
2010-05-06,sh.600570,5.3404365,5.39057121,4.9698756,5.05924617,5.36441397,3028579,72830565.0,2,0.679761,1,-5.6887,49.832975,14.400754,66.02752,12.263201,0
2010-05-07,sh.600570,4.94371836,5.00911146,4.795494,4.9480779,5.05924617,2117876,47915542.0,2,0.475355,1,-2.1973,48.73798,14.084322,64.576678,11.993738,0
2010-05-10,sh.600570,4.94807052,5.16214032,4.7554077,4.85021004,4.94807052,2288062,37243227.0,2,0.366823,1,-1.9778,47.673045,13.776577,63.165664,11.731672,0
2010-05-11,sh.600570,4.9083147,5.0153496,4.4954658,4.5719193,4.85021004,3758789,57364341.0,2,0.602611,1,-5.7377,44.937706,12.986117,59.541404,11.058543,0
2010-05-12,sh.600570,4.47100068,4.69118676,4.31503554,4.48934952,4.5719193,3343076,49623295.0,2,0.535964,1,-1.806,44.126122,12.751585,58.466074,10.858824,0
2010-05-13,sh.600570,4.52910534,4.66672164,4.3731402,4.62390768,4.48934952,1464077,21583331.0,2,0.234722,1,2.9973,45.448703,13.133786,60.218464,11.184293,0
2010-05-14,sh.600570,4.59026814,4.81351236,4.52910534,4.7095356,4.62390768,1883130,28538631.0,2,0.301904,1,1.8519,46.290346,13.377004,61.33362,11.391409,0
2010-05-17,sh.600570,4.64531466,4.64531466,4.33644252,4.43124486,4.7095356,3985877,58039132.0,2,0.639018,1,-5.9091,43.555007,12.586544,57.709361,10.71828,0
2010-05-18,sh.600570,4.4190123,4.5413379,4.281396,4.39454718,4.43124486,2065283,29467669.0,2,0.331107,1,-0.8282,43.194303,12.482308,57.231437,10.629516,0
2010-05-19,sh.600570,4.39454718,4.6483728,4.3119774,4.57803558,4.39454718,2576936,38301725.0,2,0.413136,1,4.1754,44.997823,13.00349,59.621058,11.073337,0
2010-05-20,sh.600570,4.5413379,4.70647746,4.48323324,4.55968674,4.57803558,4066631,61856997.0,2,0.651964,1,-0.4008,44.817471,12.951372,59.382096,11.028955,0
2010-05-21,sh.600570,4.4037216,4.65143094,4.4037216,4.62696582,4.55968674,2736933,41030216.0,2,0.438787,1,1.4755,45.478762,13.142472,60.258291,11.19169,0
2010-05-24,sh.600570,4.62696582,4.85938446,4.58721,4.81045422,4.62696582,2889919,45286560.0,2,0.463313,1,3.9656,47.282282,13.663654,62.647912,11.635511,0
2010-05-25,sh.600570,4.79822166,4.81351236,4.64531466,4.74929142,4.81045422,2253917,34821835.0,2,0.361349,1,-1.2715,46.681109,13.489927,61.851372,11.48757,0
2010-05-26,sh.600570,4.74317514,4.8012798,4.69730304,4.73400072,4.74929142,1051911,16307944.0,2,0.168643,1,-0.322,46.530815,13.446495,61.652237,11.450585,0
2010-05-27,sh.600570,4.7095356,4.85632632,4.6789542,4.8165705,4.73400072,1165887,18332992.0,2,0.186916,1,1.7442,47.342399,13.681027,62.727566,11.650305,0
2010-05-28,sh.600570,4.82268678,5.03981472,4.82268678,4.97865192,4.8165705,3127782,50895405.0,2,0.501448,1,3.3651,48.935509,14.141404,64.838399,12.042347,0
2010-05-31,sh.600570,4.97253564,5.03981472,4.8624426,4.9694775,4.97865192,1814878,29433005.0,2,0.290962,1,-0.1843,48.845333,14.115345,64.718918,12.020156,0
2010-06-01,sh.600570,4.8624426,4.9694775,4.7095356,4.86855888,4.9694775,2466289,39059830.0,2,0.395397,1,-2.0308,47.853397,13.828695,63.404626,11.776054,0
2010-06-02,sh.600570,4.8165705,5.045931,4.58109372,4.89608214,4.86855888,2873291,44549822.0,2,0.460648,1,0.5653,48.123925,13.906872,63.763069,11.842627,0
2010-06-03,sh.600570,4.8777333,5.03675658,4.82268678,4.82574492,4.89608214,1499766,24125754.0,2,0.240443,1,-1.4366,47.432575,13.707086,62.847047,11.672496,0
2010-06-04,sh.600570,4.740117,4.8624426,4.62390768,4.7554077,4.82574492,2773311,42677953.0,2,0.444619,1,-1.4575,46.741226,13.507299,61.931026,11.502364,0
2010-06-07,sh.600570,4.60861698,4.8777333,4.60861698,4.87467516,4.7554077,4022706,63046241.0,2,0.644922,1,2.508,47.913514,13.846068,63.48428,11.790848,0
2010-06-08,sh.600570,4.8624426,4.9236054,4.7706984,4.85326818,4.87467516,1811155,28683697.0,2,0.290365,1,-0.4391,47.703103,13.785263,63.205491,11.739069,0
2010-06-09,sh.600570,4.88690772,5.00617518,4.85938446,5.00311704,4.85326818,2279842,36666862.0,2,0.365505,1,3.087591,49.175978,14.210895,65.157015,12.101523,0
2010-06-10,sh.600570,4.9847682,5.14379148,4.9541868,5.11321008,5.00311704,2480394,41239830.0,2,0.397658,1,2.2005,50.25809,14.523604,66.590788,12.367816,0
2010-06-11,sh.600570,5.18966358,5.23247754,5.11626822,5.13461706,5.11321008,2446304,41390594.0,2,0.392193,1,0.4187,50.468501,14.584409,66.869577,12.419595,0
2010-06-17,sh.600570,5.16214032,5.22330312,4.94807052,4.98171006,5.13461706,1216180,20075722.0,2,0.194979,1,-2.978,48.965567,14.15009,64.878226,12.049744,0
2010-06-18,sh.600570,4.89608214,5.01229146,4.6177914,4.77375654,4.98171006,2731962,42336488.0,2,0.43799,1,-4.1743,46.921578,13.559417,62.169988,11.546747,0
2010-06-21,sh.600570,4.66672164,4.82880306,4.66672164,4.80739608,4.77375654,1459460,22697057.0,2,0.233981,1,0.7047,47.252223,13.654968,62.608085,11.628114,0
2010-06-22,sh.600570,4.80739608,4.9236054,4.7095356,4.740117,4.80739608,1283725,20103519.0,2,0.205807,1,-1.3995,46.590933,13.463867,61.731891,11.465379,0
2010-06-23,sh.600570,4.8012798,4.9236054,4.78293096,4.85021004,4.740117,1724414,27397222.0,2,0.276459,1,2.3226,47.673045,13.776577,63.165664,11.731672,0
2010-06-24,sh.600570,4.7859891,4.92054726,4.7859891,4.85938446,4.85021004,1358633,21680950.0,2,0.217817,1,0.1892,47.763221,13.802636,63.285145,11.753863,0
2010-06-25,sh.600570,4.77681468,4.8777333,4.71565188,4.72788444,4.85938446,1899196,29714368.0,2,0.30448,1,-2.7061,46.470698,13.429122,61.572582,11.435791,0
2010-06-28,sh.600570,4.72788444,4.77987282,4.62696582,4.6636635,4.72788444,1484596,22764289.0,2,0.238011,1,-1.3583,45.839466,13.246708,60.736215,11.280454,0
2010-06-29,sh.600570,4.6483728,4.68812862,4.48323324,4.51381464,4.6636635,2154720,32181299.0,2,0.345446,1,-3.2131,44.366591,12.821076,58.784691,10.918,0
2010-06-30,sh.600570,4.51381464,4.6177914,4.43736114,4.59332628,4.51381464,3557991,53275377.0,2,0.570419,1,1.7615,45.148117,13.046922,59.820193,11.110322,0
2010-07-01,sh.600570,4.61167512,4.6789542,4.49852394,4.5413379,4.59332628,1300559,19596549.0,2,0.208506,1,-1.1318,44.637119,12.899254,59.143134,10.984573,0
2010-07-02,sh.600570,4.6025007,4.6025007,4.08873318,4.33950066,4.5413379,2808925,40029104.0,2,0.450328,1,-4.4444,42.653247,12.325954,56.51455,10.49637,0
2010-07-05,sh.600570,4.2966867,4.39760532,3.90524478,4.11014016,4.33950066,6368594,85623104.0,2,1.021016,1,-5.2854,40.398847,11.674476,53.527523,9.941593,0
2010-07-06,sh.600570,3.97252386,4.12543086,3.85937268,4.0826169,4.11014016,4771146,62350177.0,2,0.764913,1,-0.6696,40.128319,11.596299,53.16908,9.87502,0
2010-07-07,sh.600570,4.07038434,4.07038434,3.90524478,4.0367448,4.0826169,3663299,47662088.0,2,0.587302,1,-1.1236,39.677439,11.466003,52.571675,9.764065,0
2010-07-08,sh.600570,4.02757038,4.0367448,3.81044244,3.88077966,4.0367448,7750998,98713579.0,2,1.242644,1,-3.8636,38.144447,11.022999,50.540496,9.386817,0
2010-07-09,sh.600570,3.89301222,4.128489,3.7768029,4.12543086,3.88077966,15229107,196194795.0,2,2.441539,1,6.3042,40.549141,11.717908,53.726658,9.978579,0
2010-07-12,sh.600570,4.0979076,4.53827976,4.04286108,4.37008206,4.12543086,9204783,128934209.0,2,1.475716,1,5.9303,42.953834,12.412817,56.91282,10.57034,0
2010-07-13,sh.600570,4.281396,4.32420996,4.22329134,4.25693088,4.37008206,6620274,92110573.0,2,1.061366,1,-2.5892,41.841663,12.091422,55.43922,10.29665,0
2010-07-14,sh.600570,4.27222158,4.3731402,4.2202332,4.24164018,4.25693088,3831475,53642299.0,2,0.614264,1,-0.3592,41.69137,12.04799,55.240085,10.259665,0
2010-07-15,sh.600570,4.24164018,4.31503554,4.03980294,4.07038434,4.24164018,3146812,43252453.0,2,0.504499,1,-4.0375,40.008085,11.561553,53.009772,9.845432,0
2010-07-16,sh.600570,4.06426806,4.15601226,3.96946572,4.09179132,4.07038434,2904373,38304473.0,2,0.465631,1,0.525918,40.218495,11.622358,53.288561,9.897211,0
2010-07-19,sh.600570,4.03062852,4.24775646,3.98169828,4.19576808,4.09179132,2825721,38348322.0,2,0.453021,1,2.5411,41.24049,11.917694,54.64268,10.14871,0
2010-07-20,sh.600570,4.18353552,4.4495937,4.18353552,4.33032624,4.19576808,6517993,91916958.0,2,1.044968,1,3.207,42.563071,12.299894,56.395069,10.474179,0
2010-07-21,sh.600570,4.30586112,4.4037216,4.30280298,4.33032624,4.33032624,3548615,50541303.0,2,0.568916,1,0.0,42.563071,12.299894,56.395069,10.474179,0
2010-07-22,sh.600570,4.31809368,4.434303,4.26916344,4.40983788,4.33032624,3570166,51084582.0,2,0.572371,1,1.8362,43.344597,12.52574,57.430572,10.666501,0
2010-07-23,sh.600570,4.41595416,4.59638442,4.41595416,4.5566286,4.40983788,6728055,99497366.0,2,1.078645,1,3.3287,44.787413,12.942685,59.342269,11.021558,0
2010-07-26,sh.600570,4.53827976,4.6483728,4.45265184,4.59638442,4.5566286,4580798,68164811.0,2,0.734396,1,0.8725,45.178175,13.055608,59.86002,11.117719,0
2010-07-27,sh.600570,4.6025007,4.65754722,4.53827976,4.55968674,4.59638442,3258469,48960429.0,2,0.5224,1,-0.7984,44.817471,12.951372,59.382096,11.028955,0
2010-07-28,sh.600570,4.58415186,4.68507048,4.51687278,4.60861698,4.55968674,3500876,52765537.0,2,0.561262,1,1.0731,45.29841,13.090354,60.019328,11.147307,0
2010-07-29,sh.600570,4.6177914,4.80433794,4.61167512,4.79822166,4.60861698,4486361,69286983.0,2,0.719256,1,4.1141,47.162047,13.628908,62.488604,11.605923,0
2010-07-30,sh.600570,4.74623328,4.9541868,4.66977978,4.8777333,4.79822166,5891709,92593374.0,2,0.944562,1,1.6571,47.943573,13.854754,63.524107,11.798245,0
2010-08-02,sh.600570,4.8777333,4.98171006,4.8318612,4.893024,4.8777333,3386929,54682541.0,2,0.542994,1,0.3135,48.093866,13.898186,63.723242,11.83523,0
2010-08-03,sh.600570,4.89608214,4.95724494,4.740117,4.74317514,4.893024,3787518,59923409.0,2,0.607217,1,-3.0625,46.620991,13.472554,61.771718,11.472776,0
2010-08-04,sh.600570,4.7095356,4.7706984,4.51993092,4.71259374,4.74317514,5819931,87787900.0,2,0.933054,1,-0.6447,46.320405,13.38569,61.373447,11.398806,0
2010-08-05,sh.600570,4.67283792,4.71871002,4.57803558,4.65754722,4.71259374,6020133,91241695.0,2,0.965151,1,-1.1681,45.779349,13.229336,60.656561,11.26566,0
2010-08-06,sh.600570,4.65754722,4.7706984,4.5413379,4.74929142,4.65754722,6590124,99814700.0,2,1.056532,1,1.9698,46.681109,13.489927,61.851372,11.48757,0
2010-08-09,sh.600570,4.73094258,4.81045422,4.6789542,4.77987282,4.74929142,5023640,78176484.0,2,0.805393,1,0.6439,46.981695,13.57679,62.249642,11.561541,0
2010-08-10,sh.600570,4.76152398,4.78293096,4.55051232,4.55968674,4.77987282,4614502,70138707.0,2,0.739799,1,-4.6065,44.817471,12.951372,59.382096,11.028955,0
2010-08-11,sh.600570,4.55968674,4.59944256,4.45876812,4.57803558,4.55968674,6600041,98005936.0,2,1.058122,1,0.4024,44.997823,13.00349,59.621058,11.073337,0
2010-08-12,sh.600570,4.52298906,4.67283792,4.4648844,4.58721,4.57803558,5271088,79186037.0,2,0.845064,1,0.2004,45.087999,13.029549,59.740539,11.095528,0
2010-08-13,sh.600570,4.5413379,4.60555884,4.48629138,4.5566286,4.58721,3558267,52891203.0,2,0.570463,1,-0.6667,44.787413,12.942685,59.342269,11.021558,0
2010-08-16,sh.600570,4.55357046,4.70036118,4.5260472,4.65754722,4.5566286,3836376,58351914.0,2,0.61505,1,2.2148,45.779349,13.229336,60.656561,11.26566,0
2010-08-17,sh.600570,4.65754722,4.81045422,4.65754722,4.68812862,4.65754722,3946145,60886861.0,2,0.632648,1,0.6566,46.079935,13.316199,61.054831,11.33963,0
2010-08-18,sh.600570,4.6942449,4.80739608,4.66060536,4.8012798,4.68812862,4778440,74199234.0,2,0.766082,1,2.4136,47.192106,13.637595,62.528431,11.61332,0
2010-08-19,sh.600570,4.7859891,4.82574492,4.67283792,4.68812862,4.8012798,5251950,81489179.0,2,0.841995,1,-2.3567,46.079935,13.316199,61.054831,11.33963,0
2010-08-20,sh.600570,4.67589606,4.67589606,4.5260472,4.53827976,4.68812862,3905544,58755190.0,2,0.626139,1,-3.1963,44.607061,12.890567,59.103307,10.977176,0
